scene_id,category_band,funnel_stage,released,released_valid,handover_status_raw,degenerate_plane
scene_303,dense,released,True,True,success|ACCEPT,False
scene_304,dense,rejected,False,,success|REJECT,False
scene_305,dense,released,True,True,success|ACCEPT,False
scene_306,dense,released,True,True,success|ACCEPT,False
scene_307,dense,rejected,False,,success|REJECT,False
scene_308,dense,released,True,False,success|ACCEPT,False
scene_309,dense,released,True,False,success|ACCEPT,False
scene_310,dense,released,True,True,success|ACCEPT,False
scene_311,dense,rejected,False,,success|REJECT,False
scene_312,dense,released,True,False,success|ACCEPT,False
scene_313,dense,rejected,False,,success|REJECT,False
scene_314,dense,released,True,True,success|ACCEPT,False
scene_315,dense,released,True,True,success|ACCEPT,False
scene_316,dense,rejected,False,,success|REJECT,False
scene_317,dense,released,True,False,success|ACCEPT,False
scene_318,dense,released,True,True,success|ACCEPT,False
scene_319,dense,released,True,True,success|ACCEPT,False
scene_320,dense,rejected,False,,success|REJECT,False
scene_321,dense,released,True,False,success|ACCEPT,False
scene_322,dense,released,True,True,success|ACCEPT,False
scene_323,dense,released,True,False,success|ACCEPT,False
scene_324,dense,rejected,False,,success|REJECT,False
scene_325,dense,rejected,False,,success|REJECT,False
scene_326,dense,released,True,True,success|ACCEPT,False
scene_327,dense,rejected,False,,success|REJECT,False
scene_328,dense,released,True,True,success|ACCEPT,False
scene_329,dense,rejected,False,,success|REJECT,False
scene_330,dense,released,True,True,success|ACCEPT,True
scene_331,dense,rejected,False,,success|REJECT,False
scene_332,dense,released,True,False,success|ACCEPT,False
scene_333,dense,released,True,True,success|ACCEPT,False
scene_334,dense,rejected,False,,success|REJECT,False
scene_335,dense,released,True,False,success|ACCEPT,False
scene_336,dense,released,True,False,success|ACCEPT,True
scene_337,dense,released,True,False,success|ACCEPT,False
scene_338,dense,released,True,False,success|ACCEPT,False
scene_339,dense,rejected,False,,success|REJECT,False
scene_340,dense,released,True,True,success|ACCEPT,False
scene_341,dense,released,True,False,success|ACCEPT,True
scene_342,dense,released,True,True,success|ACCEPT,False
scene_343,dense,rejected,False,,success|REJECT,False
scene_344,dense,rejected,False,,success|REJECT,False
scene_345,dense,rejected,False,,success|REJECT,False
scene_346,dense,rejected,False,,success|REJECT,False
scene_347,dense,rejected,False,,success|REJECT,False
scene_348,dense,released,True,True,success|ACCEPT,False
scene_349,dense,released,True,False,success|ACCEPT,False
scene_350,chaotic,released,True,True,success|ACCEPT,False
scene_351,chaotic,no_candidates,,,no_target|empty_candidates,False
scene_352,chaotic,rejected,False,,success|REJECT,False
scene_353,chaotic,rejected,False,,success|REJECT,False
scene_354,chaotic,released,True,False,success|ACCEPT,False
scene_355,chaotic,released,True,False,success|ACCEPT,False
scene_356,chaotic,released,True,False,success|ACCEPT,False
scene_357,chaotic,released,True,False,success|ACCEPT,False
scene_358,chaotic,rejected,False,,success|REJECT,False
scene_359,chaotic,released,True,False,success|ACCEPT,False
scene_360,chaotic,released,True,True,success|ACCEPT,False
scene_361,chaotic,released,True,True,success|ACCEPT,False
scene_362,chaotic,released,True,False,success|ACCEPT,False
scene_363,chaotic,no_candidates,,,inferred|empty_candidates,False
scene_364,chaotic,released,True,True,success|ACCEPT,False
scene_365,chaotic,rejected,False,,success|REJECT,False
scene_366,chaotic,released,True,False,success|ACCEPT,False
scene_367,chaotic,released,True,False,success|ACCEPT,False
scene_368,chaotic,no_candidates,,,no_target|empty_candidates,False
scene_369,chaotic,rejected,False,,success|REJECT,False
scene_370,chaotic,released,True,True,success|ACCEPT,False
scene_371,chaotic,released,True,False,success|ACCEPT,False
scene_372,chaotic,released,True,True,success|ACCEPT,False
scene_373,chaotic,no_candidates,,,no_target|empty_candidates,False
scene_374,chaotic,released,True,True,success|ACCEPT,False
scene_375,chaotic,rejected,False,,success|REJECT,False
scene_376,chaotic,released,True,True,success|ACCEPT,False
scene_377,chaotic,released,True,False,success|ACCEPT,False
scene_378,chaotic,released,True,True,success|ACCEPT,False
scene_379,chaotic,rejected,False,,success|REJECT,False
scene_380,chaotic,rejected,False,,success|REJECT,False
scene_381,chaotic,released,True,True,success|ACCEPT,False
scene_382,chaotic,rejected,False,,success|REJECT,False
scene_383,chaotic,released,True,False,success|ACCEPT,False
scene_384,chaotic,rejected,False,,success|REJECT,False
scene_385,chaotic,released,True,False,success|ACCEPT,False
scene_386,chaotic,released,True,False,success|ACCEPT,False
scene_387,chaotic,rejected,False,,success|REJECT,False
scene_388,chaotic,released,True,False,success|ACCEPT,False
scene_389,chaotic,released,True,False,success|ACCEPT,False
scene_390,chaotic,released,True,True,success|ACCEPT,False
scene_391,chaotic,no_candidates,,,inferred|empty_candidates,False
scene_392,chaotic,released,True,True,success|ACCEPT,False
scene_393,chaotic,released,True,False,success|ACCEPT,False
scene_394,chaotic,released,True,False,success|ACCEPT,False
scene_395,chaotic,rejected,False,,success|REJECT,False
scene_396,chaotic,released,True,False,success|ACCEPT,False
scene_397,chaotic,rejected,False,,success|REJECT,False
scene_398,chaotic,rejected,False,,success|REJECT,False
scene_399,chaotic,released,True,False,success|ACCEPT,False
scene_400,chaotic,released,True,True,success|ACCEPT,False
scene_401,chaotic,released,True,False,success|ACCEPT,False
scene_402,chaotic,released,True,True,success|ACCEPT,False
scene_403,chaotic,rejected,False,,success|REJECT,False
scene_404,chaotic,released,True,False,success|ACCEPT,False
scene_405,chaotic,released,True,False,success|ACCEPT,False
scene_406,chaotic,released,True,True,success|ACCEPT,False
scene_407,chaotic,rejected,False,,success|REJECT,False
scene_408,chaotic,released,True,False,success|ACCEPT,False
scene_409,chaotic,rejected,False,,success|REJECT,False
scene_410,chaotic,no_candidates,,,inferred|empty_candidates,False
scene_411,chaotic,rejected,False,,success|REJECT,False
scene_412,chaotic,rejected,False,,success|REJECT,False
scene_413,chaotic,rejected,False,,success|REJECT,False
scene_414,chaotic,released,True,True,success|ACCEPT,False
scene_415,chaotic,released,True,False,success|ACCEPT,False
scene_416,chaotic,released,True,False,success|ACCEPT,False
scene_417,chaotic,released,True,True,success|ACCEPT,False
scene_418,chaotic,released,True,True,success|ACCEPT,False
scene_419,chaotic,rejected,False,,success|REJECT,False
scene_420,chaotic,no_target,,,no_grasp,False
scene_421,chaotic,released,True,False,success|ACCEPT,False
scene_422,chaotic,released,True,False,success|ACCEPT,False
scene_423,chaotic,rejected,False,,success|REJECT,False
scene_424,chaotic,released,True,True,success|ACCEPT,False
scene_425,chaotic,released,True,False,success|ACCEPT,False
scene_426,chaotic,released,True,True,success|ACCEPT,False
scene_427,chaotic,rejected,False,,success|REJECT,False
scene_428,chaotic,rejected,False,,success|REJECT,False
scene_429,chaotic,released,True,True,success|ACCEPT,False
scene_430,lighting,rejected,False,,success|REJECT,False
scene_431,lighting,rejected,False,,success|REJECT,False
scene_432,lighting,released,True,False,success|ACCEPT,False
scene_433,lighting,no_candidates,,,inferred|empty_candidates,False
scene_434,lighting,released,True,True,success|ACCEPT,False
scene_435,lighting,no_target,,,no_grasp,False
scene_436,lighting,released,True,True,success|ACCEPT,False
scene_437,lighting,released,True,True,success|ACCEPT,False
scene_438,lighting,rejected,False,,success|REJECT,False
scene_439,lighting,rejected,False,,success|REJECT,False
scene_440,lighting,rejected,False,,success|REJECT,False
scene_441,lighting,rejected,False,,success|REJECT,True
scene_442,lighting,released,True,True,success|ACCEPT,False
scene_443,lighting,released,True,False,success|ACCEPT,False
scene_444,lighting,released,True,False,success|ACCEPT,False
scene_445,lighting,released,True,False,success|ACCEPT,False
scene_446,lighting,released,True,True,success|ACCEPT,False
scene_447,lighting,released,True,False,success|ACCEPT,False
scene_448,lighting,released,True,True,success|ACCEPT,False
scene_449,lighting,released,True,False,success|ACCEPT,False
scene_450,lighting,released,True,True,success|ACCEPT,False
scene_451,lighting,rejected,False,,success|REJECT,False
scene_452,lighting,released,True,False,success|ACCEPT,False
scene_453,lighting,released,True,True,success|ACCEPT,False
scene_454,lighting,released,True,False,success|ACCEPT,False
scene_455,lighting,released,True,False,success|ACCEPT,False
scene_456,lighting,released,True,False,success|ACCEPT,False
scene_457,lighting,released,True,False,success|ACCEPT,False
scene_458,lighting,released,True,True,success|ACCEPT,False
scene_459,lighting,rejected,False,,success|REJECT,False
scene_460,lighting,released,True,False,success|ACCEPT,False
scene_461,lighting,rejected,False,,success|REJECT,False
scene_462,lighting,rejected,False,,success|REJECT,False
scene_463,lighting,released,True,True,success|ACCEPT,False
scene_464,lighting,released,True,True,success|ACCEPT,False
scene_465,lighting,rejected,False,,success|REJECT,False
scene_466,lighting,released,True,False,success|ACCEPT,False
scene_467,lighting,released,True,True,success|ACCEPT,False
scene_468,lighting,released,True,False,success|ACCEPT,False
scene_469,lighting,released,True,False,success|ACCEPT,False
scene_470,lighting,released,True,True,success|ACCEPT,False
scene_471,lighting,released,True,False,success|ACCEPT,False
scene_472,lighting,rejected,False,,success|REJECT,False
scene_473,lighting,rejected,False,,success|REJECT,False
scene_474,lighting,released,True,False,success|ACCEPT,False
scene_475,lighting,released,True,True,success|ACCEPT,False
scene_476,lighting,no_candidates,,,no_target|empty_candidates,False
scene_477,lighting,released,True,False,success|ACCEPT,False
scene_478,lighting,released,True,False,success|ACCEPT,False
scene_479,lighting,released,True,False,success|ACCEPT,False
scene_480,occlusion,released,True,True,success|ACCEPT,False
scene_481,occlusion,released,True,True,success|ACCEPT,False
scene_482,occlusion,released,True,True,success|ACCEPT,False
scene_483,occlusion,no_candidates,,,no_target|empty_candidates,False
scene_484,occlusion,released,True,True,success|ACCEPT,False
scene_485,occlusion,released,True,True,success|ACCEPT,False
scene_486,occlusion,released,True,True,success|ACCEPT,False
scene_487,occlusion,released,True,True,success|ACCEPT,False
scene_488,occlusion,released,True,True,success|ACCEPT,False
scene_489,occlusion,released,True,True,success|ACCEPT,False
scene_490,occlusion,released,True,True,success|ACCEPT,False
scene_491,occlusion,released,True,True,success|ACCEPT,False
scene_492,occlusion,released,True,True,success|ACCEPT,False
scene_493,occlusion,released,True,True,success|ACCEPT,False
scene_494,occlusion,rejected,False,,success|REJECT,False
scene_495,occlusion,released,True,True,success|ACCEPT,False
scene_496,occlusion,released,True,True,success|ACCEPT,False
scene_497,occlusion,no_candidates,,,inferred|empty_candidates,False
scene_498,occlusion,no_candidates,,,no_target|empty_candidates,False
scene_499,occlusion,released,True,True,success|ACCEPT,False
scene_500,occlusion,no_candidates,,,no_target|empty_candidates,False
scene_501,occlusion,released,True,True,success|ACCEPT,False
scene_502,occlusion,released,True,True,success|ACCEPT,False
scene_503,occlusion,released,True,True,success|ACCEPT,False
scene_504,occlusion,released,True,True,success|ACCEPT,False
scene_505,occlusion,no_candidates,,,no_target|empty_candidates,False
scene_506,occlusion,released,True,True,success|ACCEPT,False
scene_507,occlusion,released,True,True,success|ACCEPT,False
scene_508,occlusion,released,True,True,success|ACCEPT,False
scene_509,occlusion,released,True,True,success|ACCEPT,False
scene_510,occlusion,released,True,True,success|ACCEPT,False
scene_511,occlusion,released,True,True,success|ACCEPT,False
scene_512,occlusion,released,True,True,success|ACCEPT,False
scene_513,occlusion,released,True,True,success|ACCEPT,False
scene_514,occlusion,released,True,True,success|ACCEPT,False
scene_515,occlusion,rejected,False,,success|REJECT,False
scene_516,occlusion,released,True,True,success|ACCEPT,False
scene_517,occlusion,released,True,True,success|ACCEPT,False
scene_518,occlusion,released,True,True,success|ACCEPT,False
scene_519,occlusion,released,True,True,success|ACCEPT,False
scene_520,occlusion,released,True,True,success|ACCEPT,False
scene_521,occlusion,no_candidates,,,no_target|empty_candidates,False
scene_522,occlusion,released,True,True,success|ACCEPT,False
scene_523,occlusion,released,True,True,success|ACCEPT,False
scene_524,occlusion,released,True,True,success|ACCEPT,False
scene_525,occlusion,released,True,True,success|ACCEPT,False
scene_526,occlusion,released,True,True,success|ACCEPT,False
scene_527,occlusion,released,True,True,success|ACCEPT,False
scene_528,occlusion,no_candidates,,,inferred|empty_candidates,False
scene_529,occlusion,rejected,False,,success|REJECT,False
scene_530,edge,released,True,True,success|ACCEPT,False
scene_531,edge,released,True,True,success|ACCEPT,False
scene_532,edge,rejected,False,,success|REJECT,False
scene_533,edge,no_candidates,,,inferred|empty_candidates,False
scene_534,edge,released,True,True,success|ACCEPT,False
scene_535,edge,released,True,True,success|ACCEPT,False
scene_536,edge,rejected,False,,success|REJECT,False
