check_param,tau,tau_rel,far,frr,accept_rate,accept_precision,n_rejects_by_check
normal_angle.normal_angle_max_deg,7.5,0.25,0.3835125448028674,0.2818991097922849,0.5665584415584416,0.6934097421203438,150
normal_angle.normal_angle_max_deg,9.44940787421155,0.31498026247371835,0.3978494623655914,0.27299703264094954,0.577922077922078,0.6882022471910112,139
normal_angle.normal_angle_max_deg,11.905507889761497,0.3968502629920499,0.40860215053763443,0.27299703264094954,0.5827922077922078,0.6824512534818942,125
normal_angle.normal_angle_max_deg,15.000000000000004,0.5000000000000001,0.41935483870967744,0.27002967359050445,0.5892857142857143,0.6776859504132231,107
normal_angle.normal_angle_max_deg,18.898815748423097,0.6299605249474366,0.43010752688172044,0.24925816023738873,0.6055194805194806,0.67828418230563,90
normal_angle.normal_angle_max_deg,23.811015779522982,0.7937005259840995,0.43727598566308246,0.2166172106824926,0.6266233766233766,0.6839378238341969,69
normal_angle.normal_angle_max_deg,29.999999999999996,0.9999999999999999,0.4444444444444444,0.21364985163204747,0.6314935064935064,0.6812339331619537,53
normal_angle.normal_angle_max_deg,30.0,1.0,0.4444444444444444,0.21364985163204747,0.6314935064935064,0.6812339331619537,53
normal_angle.normal_angle_max_deg,37.7976314968462,1.2599210498948734,0.45161290322580644,0.21364985163204747,0.6347402597402597,0.6777493606138107,39
normal_angle.normal_angle_max_deg,47.62203155904597,1.5874010519681991,0.45161290322580644,0.21364985163204747,0.6347402597402597,0.6777493606138107,27
normal_angle.normal_angle_max_deg,59.99999999999997,1.9999999999999991,0.45161290322580644,0.21364985163204747,0.6347402597402597,0.6777493606138107,15
normal_angle.normal_angle_max_deg,75.59526299369237,2.519842099789746,0.45161290322580644,0.21364985163204747,0.6347402597402597,0.6777493606138107,7
normal_angle.normal_angle_max_deg,95.24406311809196,3.1748021039363987,0.45161290322580644,0.21364985163204747,0.6347402597402597,0.6777493606138107,0
normal_angle.normal_angle_max_deg,120.0,4.0,0.45161290322580644,0.21364985163204747,0.6347402597402597,0.6777493606138107,0
normal_scatter.normal_scatter_max,0.05,0.25,0.43010752688172044,0.2166172106824926,0.6233766233766234,0.6875,87
normal_scatter.normal_scatter_max,0.06299605249474366,0.3149802624737183,0.44086021505376344,0.2166172106824926,0.6282467532467533,0.6821705426356589,73
normal_scatter.normal_scatter_max,0.07937005259840996,0.3968502629920498,0.44086021505376344,0.2166172106824926,0.6282467532467533,0.6821705426356589,66
normal_scatter.normal_scatter_max,0.1,0.5,0.4444444444444444,0.21364985163204747,0.6314935064935064,0.6812339331619537,55
normal_scatter.normal_scatter_max,0.1259921049894873,0.6299605249474364,0.4444444444444444,0.21364985163204747,0.6314935064935064,0.6812339331619537,48
normal_scatter.normal_scatter_max,0.15874010519681994,0.7937005259840997,0.4444444444444444,0.21364985163204747,0.6314935064935064,0.6812339331619537,43
normal_scatter.normal_scatter_max,0.19999999999999998,0.9999999999999999,0.4444444444444444,0.21364985163204747,0.6314935064935064,0.6812339331619537,34
normal_scatter.normal_scatter_max,0.2,1.0,0.4444444444444444,0.21364985163204747,0.6314935064935064,0.6812339331619537,34
normal_scatter.normal_scatter_max,0.2519842099789746,1.2599210498948727,0.4444444444444444,0.21364985163204747,0.6314935064935064,0.6812339331619537,31
normal_scatter.normal_scatter_max,0.31748021039363983,1.5874010519681991,0.4444444444444444,0.21364985163204747,0.6314935064935064,0.6812339331619537,27
normal_scatter.normal_scatter_max,0.3999999999999999,1.9999999999999996,0.4444444444444444,0.21364985163204747,0.6314935064935064,0.6812339331619537,20
normal_scatter.normal_scatter_max,0.5039684199579493,2.5198420997897464,0.4444444444444444,0.21364985163204747,0.6314935064935064,0.6812339331619537,18
normal_scatter.normal_scatter_max,0.6349604207872795,3.1748021039363974,0.4444444444444444,0.21364985163204747,0.6314935064935064,0.6812339331619537,11
normal_scatter.normal_scatter_max,0.8,4.0,0.4444444444444444,0.21364985163204747,0.6314935064935064,0.6812339331619537,7
suction_area.min_area_ratio,0.2375,0.25,0.4551971326164875,0.20474777448071216,0.6412337662337663,0.6784810126582278,3
suction_area.min_area_ratio,0.30104166666666665,0.3168859649122807,0.4551971326164875,0.20474777448071216,0.6412337662337663,0.6784810126582278,3
suction_area.min_area_ratio,0.3645833333333333,0.3837719298245614,0.4551971326164875,0.20474777448071216,0.6412337662337663,0.6784810126582278,3
suction_area.min_area_ratio,0.428125,0.4506578947368421,0.4551971326164875,0.20474777448071216,0.6412337662337663,0.6784810126582278,3
suction_area.min_area_ratio,0.49166666666666664,0.5175438596491228,0.4551971326164875,0.20474777448071216,0.6412337662337663,0.6784810126582278,4
