scene_id,category_band,gt_instance_id,gt_class,packaging_type,visible_px,visibility_ratio,match_iou,e_lat_mm,e_top_mm_signed,ext_err_long_rel,ext_err_short_rel,ext_err_height_rel,yaw_err_deg,yaw_fold_deg,e_bottom_mm_signed,bottom_cue,bottom_confidence,is_primary_target
scene_022,baseline,3,Gros Carton,rigid,26103,0.987063241738224,0.9364440868865648,1.399905432550462,1.2645351081649325,-0.023916988234097603,-0.04485959040814969,-0.8458079058015541,0.44017791748046875,180,97.00463079374467,lateral_neighbor,0.75,True
scene_022,baseline,13,Carton Magdeleine,rigid,3930,1.0541665151551578,0.8638676844783715,3.331111430187795,2.1374849233444237,-0.03966092983610466,0.0014256693259270495,-0.29128415174696165,2.980712652206421,90,39.121967185225984,gradient_global,0.92,False
scene_022,baseline,14,Carton Magdeleine,rigid,3488,1.076395583085327,0.841743119266055,4.973321020666488,1.798924713097838,-0.03931909100887673,-0.05260722310531812,0.03912022893918733,1.898162841796875,90,-3.1681886866692377,gradient_global,0.92,False
scene_023,baseline,0,Black Package,rigid,2828,1.0402983687955705,0.871994342291372,8.287682106819664,0.21997545732113655,-0.039390769498526504,-0.0008280157331656951,-0.5790089398126262,2.3018248081207275,180,89.96603676534778,lateral_neighbor,0.75,True
scene_023,baseline,2,Куб,rigid,2018,1.0856592424519595,0.8052527254707631,8.210302508512934,0.15851388777034237,-0.064670984325741,-0.06819901908457605,-0.0020121937222705986,1.5396792888641357,180,0.3393289621462731,gradient_global,0.92,False
scene_024,baseline,12,Carton Magdeleine,rigid,3056,1.0876846852941282,0.8259162303664922,2.5235194352678993,0.5559929146379261,-0.06336715700884664,-0.07707087062572815,0.0030262842363996904,0.1121058240532875,90,0.17166090128023503,gradient_global,0.92,False
scene_024,baseline,11,Carton Magdeleine,rigid,2844,1.0121342479287914,0.8790436005625879,4.156797023597717,0.5689212224070372,-0.0633725660682151,-0.05589745011296319,0.016349851611846346,1.215768575668335,90,-1.5074770591886333,gradient_global,0.92,False
scene_024,baseline,6,Carton Magdeleine,rigid,3060,1.0896812077368148,0.8359477124183007,0.6564384165925976,0.47416518405218877,-0.02688848159812781,-0.07943335601092955,0.011109759159682035,1.5663604736328125,90,-0.9367518918796391,gradient_global,0.92,False
scene_024,baseline,9,Carton Magdeleine,rigid,2815,1.0023429255841927,0.8902309058614565,2.171316039655856,0.4699661473932526,-0.025292727587515933,-0.017080436974790995,-0.00354435719056401,3.7242584228515625,90,0.9200923842892506,gradient_global,0.92,False
scene_024,baseline,0,Cardboard Box.001,rigid,21619,0.9674782142329357,0.9563347055830519,2.55593632430438,1.8289345531609102,0.010542272180909286,0.03047958978523898,-0.9204256314010225,3.6532373428344727,180,380.7161472552803,gradient_global,0.92,False
scene_026,baseline,7,Carton Magdeleine,rigid,2738,1.0507058558887772,0.8418553688823959,1.7102973482919461,0.0783393229942253,-0.045481344929027445,-0.03971331383672718,-0.5749195974719549,1.0637705326080322,90,73.09310551099651,gradient_global,0.92,False
scene_026,baseline,9,Carton Magdeleine,rigid,2627,1.0080535507731023,0.8907499048344119,5.587853099047998,0.07159906365894475,-0.024584200071962665,-0.04280721992709582,-0.5810144289814542,3.3075220584869385,90,73.86040861281673,lateral_neighbor,0.75,True
scene_026,baseline,8,Carton Magdeleine,rigid,2652,1.0176728782097644,0.860105580693816,3.2497010295297484,0.0788252969957659,-0.08017138789604136,-0.04252769296212892,-0.5738686205011416,0.7786402702331543,90,72.96011745118474,gradient_global,0.92,False
scene_026,baseline,10,Carton Magdeleine,rigid,2830,1.0859839029839025,0.8215547703180212,1.6837354359575147,0.07932389499482051,-0.011358522510463051,-0.042562686491565326,-0.5734747374327467,3.0256195068359375,90,72.91059291504342,gradient_global,0.92,False
scene_026,baseline,6,Carton Magdeleine,rigid,2677,1.0808396087947032,0.8442286141202839,5.590551295431102,0.0700934864291125,0.0004776751969026647,-0.06176457413906889,-0.400054788348613,2.8958511352539062,90,50.877035817334104,gradient_global,0.92,False
scene_027,baseline,17,Colis VistaPrint,rigid,4246,1.0681962110639514,0.8775317946302402,5.057651293682956,0.017357157379493948,-0.00015112327147607217,0.013846817990336425,2.6650838020589334e-05,3.1385128498077393,180,0.013759294285431434,gradient_global,0.92,False
