scene_id,category_band,gt_class,theta_deg,within_12deg,within_30deg,status
scene_272,dense,POP_Drinks_Pack,0.7660079893454049,True,True,evaluated
scene_273,dense,Small Packet,3.535103345172791e-05,True,True,evaluated
scene_274,dense,Paper_Shopping_Bag,13.993251715069436,False,True,evaluated
scene_275,dense,Carton Magdeleine,3.664815865428649e-05,True,True,evaluated
scene_276,dense,Asset_Package_in_paper_with_rope,2.7530065403060004,True,True,evaluated
scene_277,dense,Small_Shipping_Bag,4.655385428699674e-05,True,True,evaluated
scene_278,dense,Amazon_A2_Package,0.5610798862705864,True,True,evaluated
scene_279,dense,Louis_Vuitton_Package,6.623213239449688e-05,True,True,evaluated
scene_280,dense,Colis VistaPrint,2.8388424805842416e-05,True,True,evaluated
scene_281,dense,Vintage_Envelope,6.519519184642606e-05,True,True,evaluated
scene_282,dense,Carton Magdeleine,0.00018177482803190693,True,True,evaluated
scene_283,dense,Asset_Package_in_paper_with_rope,3.8986118935441048,True,True,evaluated
scene_284,dense,,,,,no_target
scene_285,dense,Carton Magdeleine,2.0740570803890724e-05,True,True,evaluated
scene_286,dense,Colis VistaPrint,5.0147053783673254e-05,True,True,evaluated
scene_287,dense,Amazon_A2_Package,0.5643801732186935,True,True,evaluated
scene_288,dense,Amazon_A2_Package,0.5115761884971133,True,True,evaluated
scene_289,dense,Amazon_Book_Package,1.7079479425817856e-05,True,True,evaluated
scene_290,dense,Paper_Shopping_Bag,15.807972515114894,False,True,evaluated
scene_291,dense,Amazon_Book_Package,4.049413012808717e-05,True,True,evaluated
scene_292,dense,Black Package,3.1030928858387743e-06,True,True,evaluated
scene_293,dense,POP_Drinks_Pack,0.7603252525044469,True,True,evaluated
scene_294,dense,Amazon_A2_Package,0.4715153115496726,True,True,evaluated
scene_295,dense,POP_Drinks_Pack,0.6520633254477397,True,True,evaluated
scene_296,dense,Black Package,1.196963343835126e-05,True,True,evaluated
scene_297,dense,Colis VistaPrint,4.038517265762599e-05,True,True,evaluated
scene_298,dense,Amazon_A2_Package,0.46385619208412365,True,True,evaluated
scene_299,dense,Куб,1.9618273825911192e-05,True,True,evaluated
scene_300,dense,SM_Little_Package,1.7459004303522363,True,True,evaluated
scene_301,dense,Amazon_A2_Package,0.602156569634816,True,True,evaluated
scene_302,dense,,,,,target_unmatched
scene_303,dense,SM_Little_Package,3.1283595798753674,True,True,evaluated
scene_304,dense,Small Packet,0.00011911352927917108,True,True,evaluated
scene_305,dense,China Package,4.007216511630608e-05,True,True,evaluated
scene_306,dense,Small_Shipping_Bag,1.5881561439615396e-05,True,True,evaluated
scene_307,dense,Louis_Vuitton_Package,8.864513842117199e-05,True,True,evaluated
scene_308,dense,Куб,3.7851532965730015e-05,True,True,evaluated
scene_309,dense,Amazon_Book_Package,5.450438721668838e-05,True,True,evaluated
scene_310,dense,Small Packet,6.808844701878154e-05,True,True,evaluated
scene_311,dense,Amazon_A2_Package,4.290229265844019,True,True,evaluated
scene_312,dense,Amazon_Book_Package,2.0618393713970204e-05,True,True,evaluated
scene_313,dense,,,,,target_unmatched
scene_314,dense,Amazon_A2_Package,0.8214402544920886,True,True,evaluated
scene_315,dense,Black Package,3.9639542055486323e-05,True,True,evaluated
scene_316,dense,Asset_Package_in_paper_with_rope,1.7964013354987376,True,True,evaluated
scene_317,dense,Amazon_Book_Package,6.289845476393322e-05,True,True,evaluated
scene_318,dense,Small Packet,5.3342526966012654e-05,True,True,evaluated
scene_319,dense,Small Packet,2.703656263934747e-05,True,True,evaluated
scene_320,dense,Vintage_Envelope,3.5296110181294714e-05,True,True,evaluated
scene_321,dense,Amazon_A2_Package,0.5705336343534388,True,True,evaluated
scene_322,dense,Black Package,9.21527505628247e-05,True,True,evaluated
scene_323,dense,Amazon_Book_Package,9.176911415602587e-05,True,True,evaluated
scene_324,dense,Amazon_Book_Package,2.1905162572639258e-05,True,True,evaluated
scene_325,dense,Envelope_Stack,1.9720166106785506,True,True,evaluated
scene_326,dense,Куб,5.7540027850336025e-05,True,True,evaluated
scene_327,dense,POP_Drinks_Pack,0.43167263535362704,True,True,evaluated
scene_328,dense,SM_Little_Package,0.3510828048690122,True,True,evaluated
scene_329,dense,Paper_Shopping_Bag,12.35410939784725,False,True,evaluated
scene_330,dense,Small_Shipping_Bag,3.710925639783441e-05,True,True,evaluated
scene_331,dense,Amazon_A2_Package,0.6104748034805785,True,True,evaluated
scene_332,dense,Amazon_Book_Package,5.890952783859367e-05,True,True,evaluated
scene_333,dense,Louis_Vuitton_Package,4.34944221294195e-05,True,True,evaluated
scene_334,dense,Paper_Shopping_Bag,15.00251053699497,False,True,evaluated
scene_335,dense,Vintage_Envelope,9.497797494699608e-05,True,True,evaluated
scene_336,dense,Amazon_A2_Package,0.5943749771232738,True,True,evaluated
scene_337,dense,Amazon_A2_Package,0.48362778802170786,True,True,evaluated
scene_338,dense,Amazon_A2_Package,0.4753028036398898,True,True,evaluated
scene_339,dense,Colis VistaPrint,5.276228878862946e-05,True,True,evaluated
scene_340,dense,China Package,2.088602153508713e-05,True,True,evaluated
scene_341,dense,Amazon_Book_Package,3.9235747931270106e-05,True,True,evaluated
scene_342,dense,Storage_Box_with_Lid,3.754389792689396e-05,True,True,evaluated
scene_343,dense,SM_Little_Package,1.2326813024199281,True,True,evaluated
scene_344,dense,Куб,5.4373257132828934e-05,True,True,evaluated
scene_345,dense,Small Packet,5.646152624837941,True,True,evaluated
scene_346,dense,SM_Little_Package,3.113148036847211,True,True,evaluated
scene_347,dense,Louis_Vuitton_Package,0.00012159940805934487,True,True,evaluated
scene_348,dense,SM_Little_Package,3.8325232884400102,True,True,evaluated
scene_349,dense,Amazon_Book_Package,5.032493283686939e-05,True,True,evaluated
scene_350,chaotic,Ikea Cardboard Package,0.0020767044525588987,True,True,evaluated
scene_351,chaotic,,,,,no_target
scene_352,chaotic,Small Packet,0.00136243358015952,True,True,evaluated
scene_353,chaotic,Small Packet,0.004510817222066872,True,True,evaluated
scene_354,chaotic,Amazon_Book_Package,3.7060337799281915e-05,True,True,evaluated
scene_355,chaotic,Amazon_Book_Package,0.023894454447322626,True,True,evaluated
scene_356,chaotic,Envelope_Stack,4.980231685009008,True,True,evaluated
scene_357,chaotic,Amazon_A2_Package,0.8479771979717295,True,True,evaluated
scene_358,chaotic,Amazon_Book_Package,3.323081758228383e-05,True,True,evaluated
scene_359,chaotic,Amazon_A2_Package,0.6114844512847853,True,True,evaluated
scene_360,chaotic,Small Packet,5.001984670165599e-05,True,True,evaluated
scene_361,chaotic,Small_Shipping_Bag,0.0021603339420055855,True,True,evaluated
scene_362,chaotic,Amazon_A2_Package,0.509285825289916,True,True,evaluated
scene_363,chaotic,,,,,no_target
scene_364,chaotic,Black Package,0.0009148189609427954,True,True,evaluated
scene_365,chaotic,Paper_Shopping_Bag,14.386457257636001,False,True,evaluated
scene_366,chaotic,Amazon_A2_Package,1.0541039527906308,True,True,evaluated
scene_367,chaotic,Envelope_Stack,5.062484236732492,True,True,evaluated
scene_368,chaotic,,,,,no_target
scene_369,chaotic,Small Packet,0.013320490315312385,True,True,evaluated
scene_370,chaotic,Colis VistaPrint,6.496136408153355e-05,True,True,evaluated
scene_371,chaotic,Amazon_A2_Package,0.533256147983457,True,True,evaluated
scene_372,chaotic,Carton Magdeleine,1.4313958405722772e-05,True,True,evaluated
scene_373,chaotic,,,,,no_target
scene_374,chaotic,Amazon_Book_Package,0.03749458481873758,True,True,evaluated
scene_375,chaotic,Louis_Vuitton_Package,0.0015109769107046742,True,True,evaluated
scene_376,chaotic,Small_Shipping_Bag,7.323448698159189e-05,True,True,evaluated
scene_377,chaotic,Amazon_Book_Package,2.5185612663333013e-05,True,True,evaluated
scene_378,chaotic,Colis VistaPrint,5.538804624405291e-05,True,True,evaluated
scene_379,chaotic,Asset_Package_in_paper_with_rope,1.7625186322435233,True,True,evaluated
scene_380,chaotic,Paper_Coffee_Bag,1.2887322447907017,True,True,evaluated
scene_381,chaotic,Black Package,7.462692762897527e-05,True,True,evaluated
scene_382,chaotic,Louis_Vuitton_Package,0.003463657503705771,True,True,evaluated
scene_383,chaotic,Amazon_A2_Package,0.815728155245796,True,True,evaluated
scene_384,chaotic,Vintage_Envelope,0.027793986319337046,True,True,evaluated
scene_385,chaotic,Amazon_A2_Package,0.6092660304997289,True,True,evaluated
scene_386,chaotic,Amazon_A2_Package,0.5143429725640795,True,True,evaluated
scene_387,chaotic,Space_Food_Bag,1.698118772834486,True,True,evaluated
scene_388,chaotic,Amazon_A2_Package,1.0417257354158216,True,True,evaluated
scene_389,chaotic,Amazon_A2_Package,0.3698785854157216,True,True,evaluated
scene_390,chaotic,Black Package,7.49749241942835e-05,True,True,evaluated
scene_391,chaotic,,,,,no_target
scene_392,chaotic,Small Packet,0.007167350250091158,True,True,evaluated
scene_393,chaotic,Amazon_A2_Package,0.7022987792096744,True,True,evaluated
scene_394,chaotic,Amazon_Book_Package,1.296117954690296e-05,True,True,evaluated
scene_395,chaotic,Куб,0.00530365054300208,True,True,evaluated
scene_396,chaotic,Amazon_Book_Package,0.00010169237509254412,True,True,evaluated
scene_397,chaotic,Amazon_Book_Package,0.014555408511363381,True,True,evaluated
scene_398,chaotic,Small Packet,0.01200310379981755,True,True,evaluated
scene_399,chaotic,Amazon_A2_Package,0.46543210283311925,True,True,evaluated
scene_400,chaotic,POP_Drinks_Pack,0.09175454318930576,True,True,evaluated
scene_401,chaotic,Amazon_Book_Package,7.277087194822933e-05,True,True,evaluated
scene_402,chaotic,China Package,5.7344040319128074e-05,True,True,evaluated
scene_403,chaotic,Packaging_Tube,2.19725363987816,True,True,evaluated
scene_404,chaotic,Amazon_A2_Package,0.530342175772775,True,True,evaluated
scene_405,chaotic,Amazon_A2_Package,0.4441186924567518,True,True,evaluated
scene_406,chaotic,SM_Little_Package,3.899204480595776,True,True,evaluated
scene_407,chaotic,Asset_Package_in_paper_with_rope,0.4668649876747036,True,True,evaluated
scene_408,chaotic,Amazon_A2_Package,0.7687156028148124,True,True,evaluated
scene_409,chaotic,Asset_Package_in_paper_with_rope,1.4276560777039382,True,True,evaluated
scene_410,chaotic,,,,,no_target
scene_411,chaotic,,,,,target_unmatched
scene_412,chaotic,,,,,target_unmatched
scene_413,chaotic,Asset_Package_in_paper_with_rope,1.153744512958873,True,True,evaluated
scene_414,chaotic,Small Packet,3.9400037810866406e-05,True,True,evaluated
scene_415,chaotic,Amazon_Book_Package,0.0001113692982502999,True,True,evaluated
scene_416,chaotic,Amazon_A2_Package,0.38255267507904306,True,True,evaluated
scene_417,chaotic,Big Package cardboard,2.1044185612604558e-05,True,True,evaluated
scene_418,chaotic,Small Packet,5.974297328695061e-05,True,True,evaluated
scene_419,chaotic,Asset_Package_in_paper_with_rope,3.2441155640649493,True,True,evaluated
scene_420,chaotic,,,,,no_grasp
scene_421,chaotic,Amazon_A2_Package,0.5515237080454853,True,True,evaluated
scene_422,chaotic,Amazon_Book_Package,0.03909880572213892,True,True,evaluated
scene_423,chaotic,Amazon_A2_Package,0.505053752969472,True,True,evaluated
scene_424,chaotic,Carton Magdeleine,4.5426578588547124e-05,True,True,evaluated
scene_425,chaotic,Amazon_A2_Package,0.4088349261401979,True,True,evaluated
scene_426,chaotic,Small_Shipping_Bag,2.3601780749619646e-05,True,True,evaluated
scene_427,chaotic,Space_Food_Bag,27.032638484693127,False,True,evaluated
scene_428,chaotic,Small_Shipping_Bag,6.245077889585118e-05,True,True,evaluated
scene_429,chaotic,Storage_Box_with_Lid,0.0012237017695443328,True,True,evaluated
scene_430,lighting,Amazon_A2_Package,0.5674058072343957,True,True,evaluated
scene_431,lighting,Small Packet,2.4344674461934764e-05,True,True,evaluated
scene_432,lighting,,,,,target_unmatched
scene_433,lighting,,,,,no_target
scene_434,lighting,Storage_Box_with_Lid,4.433172206154843e-05,True,True,evaluated
scene_435,lighting,,,,,no_grasp
scene_436,lighting,SM_Little_Package,3.4647678055143856,True,True,evaluated
scene_437,lighting,Black Package,6.682310610224534e-05,True,True,evaluated
scene_438,lighting,Small Packet,5.175857574039294e-05,True,True,evaluated
scene_439,lighting,,,,,target_unmatched
scene_440,lighting,Asset_Package_in_paper_with_rope,1.9104549332079026,True,True,evaluated
scene_441,lighting,,,,,target_unmatched
scene_442,lighting,China Package,2.8765479510609763e-05,True,True,evaluated
scene_443,lighting,Amazon_A2_Package,0.5064768204605051,True,True,evaluated
scene_444,lighting,Amazon_Book_Package,3.3125325631204454e-05,True,True,evaluated
scene_445,lighting,Amazon_Book_Package,3.216887507556538e-05,True,True,evaluated
scene_446,lighting,Louis_Vuitton_Package,1.843362368094302e-05,True,True,evaluated
scene_447,lighting,Amazon_Book_Package,2.6950645647163054e-05,True,True,evaluated
scene_448,lighting,China Package,4.982969809062491e-05,True,True,evaluated
scene_449,lighting,Amazon_Book_Package,7.57602129606116e-05,True,True,evaluated
scene_450,lighting,Colis VistaPrint,6.019070232854964e-05,True,True,evaluated
scene_451,lighting,Amazon_Book_Package,3.382897698599192e-05,True,True,evaluated
scene_452,lighting,Asset_Large_cartoon_Box,0.7760898771961142,True,True,evaluated
scene_453,lighting,Carton Magdeleine,0.0001060390815734945,True,True,evaluated
scene_454,lighting,Amazon_Book_Package,6.791542278963941e-05,True,True,evaluated
scene_455,lighting,,,,,target_unmatched
scene_456,lighting,Amazon_Book_Package,1.0909972016715229e-05,True,True,evaluated
scene_457,lighting,Amazon_A2_Package,0.8589568619589292,True,True,evaluated
scene_458,lighting,Asset_Large_cartoon_Box,1.0000016795071853,True,True,evaluated
scene_459,lighting,Amazon_A2_Package,0.5543973293059706,True,True,evaluated
scene_460,lighting,Amazon_Book_Package,3.94164731086356e-05,True,True,evaluated
scene_461,lighting,Carton Magdeleine,7.105075534377695e-05,True,True,evaluated
scene_462,lighting,Vintage_Envelope,12.327164321722893,False,True,evaluated
scene_463,lighting,Black Package,2.6673759592231898e-05,True,True,evaluated
scene_464,lighting,Colis VistaPrint,1.7026793528389488e-05,True,True,evaluated
scene_465,lighting,Small_Shipping_Bag,8.387254150093032e-05,True,True,evaluated
scene_466,lighting,Amazon_A2_Package,0.5744619519963255,True,True,evaluated
scene_467,lighting,SM_Little_Package,1.730066573012648,True,True,evaluated
scene_468,lighting,Amazon_A2_Package,0.5805929670344733,True,True,evaluated
scene_469,lighting,Amazon_Book_Package,4.936867042552715e-05,True,True,evaluated
scene_470,lighting,Storage_Box_with_Lid,3.39091981683134e-05,True,True,evaluated
scene_471,lighting,Amazon_A2_Package,0.4516054239487293,True,True,evaluated
scene_472,lighting,Small_Shipping_Bag,0.00010144165116526489,True,True,evaluated
scene_473,lighting,Small_Shipping_Bag,0.00011491427759892887,True,True,evaluated
scene_474,lighting,Vintage_Envelope,7.753779290663434e-05,True,True,evaluated
scene_475,lighting,China Package,0.00011116128462006118,True,True,evaluated
scene_476,lighting,,,,,no_target
scene_477,lighting,Amazon_Book_Package,4.8299461968160774e-05,True,True,evaluated
scene_478,lighting,Amazon_A2_Package,0.5304846335994524,True,True,evaluated
scene_479,lighting,Amazon_A2_Package,0.40821665011203234,True,True,evaluated
scene_480,occlusion,Ikea Cardboard Package,3.4253854241193535e-05,True,True,evaluated
scene_481,occlusion,Gros Carton,3.175627776729583e-05,True,True,evaluated
scene_482,occlusion,Ikea Cardboard Package,1.6950168118405392e-05,True,True,evaluated
scene_483,occlusion,,,,,no_target
scene_484,occlusion,Ikea Cardboard Package,3.0136348444383712e-05,True,True,evaluated
scene_485,occlusion,Ikea Cardboard Package,8.858831472304831e-05,True,True,evaluated
scene_486,occlusion,Ikea Cardboard Package,1.840219298978991e-05,True,True,evaluated
scene_487,occlusion,Gros Carton,3.0153064255606367e-05,True,True,evaluated
scene_488,occlusion,Ikea Cardboard Package,2.610921145472909e-05,True,True,evaluated
scene_489,occlusion,Ikea Cardboard Package,1.9853970923341805e-05,True,True,evaluated
scene_490,occlusion,Ikea Cardboard Package,5.442061147380063e-05,True,True,evaluated
scene_491,occlusion,Ikea Cardboard Package,3.18834460041588e-05,True,True,evaluated
scene_492,occlusion,Ikea Cardboard Package,5.2895032112997816e-05,True,True,evaluated
scene_493,occlusion,Ikea Cardboard Package,1.788861919731372e-05,True,True,evaluated
scene_494,occlusion,Gros Carton,0.10519942387239867,True,True,evaluated
scene_495,occlusion,Ikea Cardboard Package,6.99721878449631e-05,True,True,evaluated
scene_496,occlusion,Ikea Cardboard Package,8.025831457791846e-05,True,True,evaluated
scene_497,occlusion,,,,,no_target
scene_498,occlusion,,,,,no_target
scene_499,occlusion,Gros Carton,6.312927502054003e-05,True,True,evaluated
scene_500,occlusion,,,,,no_target
scene_501,occlusion,Ikea Cardboard Package,3.466339273335982e-06,True,True,evaluated
scene_502,occlusion,Ikea Cardboard Package,3.215016102481846e-05,True,True,evaluated
scene_503,occlusion,Ikea Cardboard Package,5.24712497076422e-05,True,True,evaluated
scene_504,occlusion,Gros Carton,9.005444701448008e-05,True,True,evaluated
scene_505,occlusion,,,,,no_target
scene_506,occlusion,Ikea Cardboard Package,4.575760723989131e-05,True,True,evaluated
scene_507,occlusion,Ikea Cardboard Package,6.930506791098235e-05,True,True,evaluated
scene_508,occlusion,Ikea Cardboard Package,3.136175160524779e-05,True,True,evaluated
scene_509,occlusion,Ikea Cardboard Package,6.960673220456451e-05,True,True,evaluated
scene_510,occlusion,Ikea Cardboard Package,4.938783629549655e-05,True,True,evaluated
scene_511,occlusion,Ikea Cardboard Package,6.730072715938618e-05,True,True,evaluated
scene_512,occlusion,Ikea Cardboard Package,1.801655665496404e-05,True,True,evaluated
scene_513,occlusion,Gros Carton,6.004066678929311e-05,True,True,evaluated
scene_514,occlusion,Ikea Cardboard Package,6.00862269069897e-05,True,True,evaluated
scene_515,occlusion,Cardboard Box SQ01.001,1.5127849355888838,True,True,evaluated
scene_516,occlusion,Ikea Cardboard Package,4.214676635839419e-05,True,True,evaluated
scene_517,occlusion,Ikea Cardboard Package,3.367155524052815e-05,True,True,evaluated
scene_518,occlusion,Ikea Cardboard Package,6.718859162208586e-05,True,True,evaluated
scene_519,occlusion,Ikea Cardboard Package,1.4822322276434292e-05,True,True,evaluated
scene_520,occlusion,Gros Carton,3.0927774351565634e-05,True,True,evaluated
scene_521,occlusion,,,,,no_target
scene_522,occlusion,Ikea Cardboard Package,8.592153644560528e-05,True,True,evaluated
scene_523,occlusion,Ikea Cardboard Package,2.2225405231060135e-05,True,True,evaluated
scene_524,occlusion,Ikea Cardboard Package,5.650391557231731e-05,True,True,evaluated
scene_525,occlusion,Ikea Cardboard Package,8.197310241563922e-05,True,True,evaluated
scene_526,occlusion,Ikea Cardboard Package,5.321499858713973e-05,True,True,evaluated
scene_527,occlusion,Ikea Cardboard Package,5.5016589345354477e-05,True,True,evaluated
scene_528,occlusion,,,,,no_target
scene_529,occlusion,Cardboard Box SQ01.001,0.6037252160659204,True,True,evaluated
scene_530,edge,Ikea Cardboard Package,8.360180780682965e-05,True,True,evaluated
scene_531,edge,Куб,0.00515141308825037,True,True,evaluated
scene_532,edge,Colis VistaPrint,0.002124252678789178,True,True,evaluated
scene_533,edge,,,,,no_target
scene_534,edge,Colis VistaPrint,0.001405028396376694,True,True,evaluated
scene_535,edge,Colis VistaPrint,0.002717539514225982,True,True,evaluated
scene_536,edge,Asset_Package_in_paper_with_rope,1.4426477354313358,True,True,evaluated
scene_537,edge,Asset_Package_in_paper_with_rope,3.6703968505557025,True,True,evaluated
scene_538,edge,China Package,0.000620286762474967,True,True,evaluated
scene_539,edge,Black Package,6.667666054032487e-05,True,True,evaluated
scene_540,edge,Ikea Cardboard Package,5.6911713149831267e-05,True,True,evaluated
scene_541,edge,,,,,target_unmatched
scene_542,edge,,,,,target_unmatched
scene_543,edge,Storage_Box_with_Lid,3.602244820370546e-05,True,True,evaluated
scene_544,edge,Storage_Box_with_Lid,0.002876081079980583,True,True,evaluated
scene_545,edge,Storage_Box_with_Lid,2.286414820988582e-05,True,True,evaluated
scene_546,edge,Black Package,0.0013455100706419951,True,True,evaluated
scene_547,edge,POP_Drinks_Pack,0.13152511694851549,True,True,evaluated
scene_548,edge,Asset_Package_in_paper_with_rope,1.3169049749925565,True,True,evaluated
scene_549,edge,,,,,no_target
scene_550,edge,Colis VistaPrint,7.361064356194373e-05,True,True,evaluated
scene_551,edge,Black Package,3.493754568090121e-05,True,True,evaluated
scene_552,edge,Colis VistaPrint,0.005780672334197133,True,True,evaluated
scene_553,edge,,,,,no_target
scene_554,edge,Asset_Package_in_paper_with_rope,2.779640378396315,True,True,evaluated
scene_555,edge,Asset_Package_in_paper_with_rope,3.9141514958380608,True,True,evaluated
scene_556,edge,Ikea Cardboard Package,2.9910981479516986e-05,True,True,evaluated
scene_557,edge,Storage_Box_with_Lid,0.0011297693194908475,True,True,evaluated
scene_558,edge,Colis VistaPrint,0.0028528541256782765,True,True,evaluated
scene_559,edge,,,,,target_unmatched
scene_560,tilted,Amazon_A2_Package,0.5457604572567318,True,True,evaluated
scene_561,tilted,,,,,no_target
scene_562,tilted,Carton Magdeleine,0.0019222746323332223,True,True,evaluated
scene_563,tilted,Amazon_A2_Package,0.600731156182903,True,True,evaluated
scene_564,tilted,Asset_Package_in_paper_with_rope,4.392539274269866,True,True,evaluated
scene_565,tilted,Amazon_A2_Package,0.587695880433244,True,True,evaluated
scene_566,tilted,Small Packet,0.008177461899451526,True,True,evaluated
scene_567,tilted,Amazon_Book_Package,0.004176362896257776,True,True,evaluated
scene_568,tilted,Amazon_A2_Package,0.4614196655164684,True,True,evaluated
scene_569,tilted,Small_Shipping_Bag,0.006696725279968952,True,True,evaluated
scene_570,tilted,Vintage_Envelope,0.0058784883153147095,True,True,evaluated
scene_571,tilted,Куб,0.0025423922703319475,True,True,evaluated
scene_572,tilted,Amazon_Book_Package,0.01256278769966303,True,True,evaluated
scene_573,tilted,Cardboard Box SQ01.001,0.0005709120612470574,True,True,evaluated
scene_574,tilted,,,,,target_unmatched
scene_575,tilted,Paper_Shopping_Bag,14.506356380199845,False,True,evaluated
scene_576,tilted,Amazon_A2_Package,0.5506741461831389,True,True,evaluated
scene_577,tilted,Amazon_A2_Package,0.5718522111482267,True,True,evaluated
scene_578,angled_dense,,,,,no_target
scene_579,angled_chaotic,,,,,no_target
scene_580,angled_occluded,Ikea Cardboard Package,0.006049366304720438,True,True,evaluated
scene_581,angled_dense,,,,,no_target
